baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
EFEADKAH_02765	2925.34519804638	2.74790940887021	0.0741213691898137	37.0731064321441	7.62241537510432e-301	1.15327144625328e-299
EFEADKAH_01739	4731.79922948649	2.74107231749824	0.0664505253927077	41.249821597333	0	0
EFEADKAH_01510	170444.612763475	2.73871941073039	0.0591446113833259	46.3054764698731	0	0
EFEADKAH_00383	4451.00444749406	2.737070438771	0.0706750610698921	38.7275284568095	0	0
EFEADKAH_00283	264.143481552336	2.71319974266222	0.162835112864458	16.6622523541385	2.46561630414284e-62	9.81704596886348e-62
EFEADKAH_00158	10.4523697557892	2.71245488218653	0.750571108563656	3.61385463847292	0.000301678238344258	0.000443575485534366
EFEADKAH_02573	3846.55948844247	2.71154718782404	0.0715757473127593	37.8836028910127	0	0
EFEADKAH_00095	2328.65151411576	2.70723308994908	0.0772421524727992	35.048648999035	4.0883883846407e-269	5.47409878403661e-268
EFEADKAH_01154	850.894349746768	2.70650270900712	0.101647961681229	26.6262369086631	3.37344518607681e-156	2.61744747001755e-155
EFEADKAH_01504	51642.27459986	2.70328986859478	0.0678826815678075	39.8229681880568	0	0
EFEADKAH_01580	3015.00277165849	2.69786322343454	0.0875341764569515	30.8206843616256	1.38455629812654e-208	1.43481758840099e-207
EFEADKAH_00472	81.7701259363418	2.68776988872215	0.299100175452639	8.98618626570397	2.55958015262879e-19	5.62884414378977e-19
EFEADKAH_00879	934.895852551254	2.68686279778948	0.101279157821768	26.5292766604343	4.45476029935084e-155	3.43880221067236e-154
EFEADKAH_00078	0.62148498075771	2.68029097485737	2.56078950016038	1.04666587186862	0.295253709299924	0.341136969966235
EFEADKAH_01000	4500.81693273512	2.67795885812107	0.0697820874819708	38.3760210500002	0	0
EFEADKAH_01513	42705.8869628482	2.66785126948691	0.0648793596804891	41.1201849498092	0	0
EFEADKAH_00827	14001.3641827552	2.66121345751968	0.0781214426902055	34.0650833609519	2.42719740698544e-254	3.07309596382341e-253
EFEADKAH_01957	15990.4113053467	2.64945698079792	0.0594553665683957	44.5621166551897	0	0
EFEADKAH_01494	35700.5466582187	2.63405188161132	0.0556055507835456	47.3703046637346	0	0
EFEADKAH_01026	62735.136082902	2.62815588837574	0.0558812319024317	47.0311014790169	0	0
EFEADKAH_03125	35.8079164841176	2.6261962126716	0.441080009197574	5.95401323548818	2.61645629513283e-09	4.65181947654051e-09
EFEADKAH_01512	27462.3880101501	2.62467021443235	0.0753120374566863	34.8506069290963	4.1684718914615e-266	5.50820783561682e-265
EFEADKAH_01508	18349.9509959197	2.61838874621134	0.0561837979363766	46.603982685123	0	0
EFEADKAH_00825	9641.44454310227	2.6126436523062	0.0600001662560643	43.5439402143679	0	0
EFEADKAH_01506	52742.8004297698	2.61250888018985	0.0582781669021892	44.8282610634364	0	0
EFEADKAH_01287	1756.62145858736	2.61212063137062	0.0827794361613804	31.5551875260207	1.52209738407496e-218	1.66276775603279e-217
EFEADKAH_01902	8485.11418176761	2.59935038639992	0.0908439383679315	28.6133608152496	4.58241127788607e-180	4.04267537226917e-179
EFEADKAH_01502	45548.6927318859	2.59899925721397	0.0551340231060614	47.1396627852509	0	0
EFEADKAH_03001	83.5184299407149	2.59482475650367	0.279933819983135	9.26942216792527	1.8715706851195e-20	4.18888527601451e-20
EFEADKAH_01499	70412.7857857929	2.58235681847284	0.0608979040996973	42.4046912065348	0	0
EFEADKAH_01500	41970.5484693946	2.57992825932135	0.0524433138742079	49.1946078295061	0	0
EFEADKAH_01025	52500.2113328951	2.55060069070847	0.0577609111565328	44.1579026306615	0	0
EFEADKAH_01501	79751.7799079764	2.54887525067101	0.0625791334659198	40.730433764461	0	0
EFEADKAH_01019	2856.13060115936	2.54486041873872	0.0688922009971696	36.9397461817669	1.06409296686575e-298	1.60196284464466e-297
EFEADKAH_01515	39157.2382794877	2.5444054443146	0.0671035392030049	37.9176042655089	0	0
EFEADKAH_01489	15175.7694545267	2.53925884356475	0.0617106370601433	41.1478306582701	0	0
EFEADKAH_01498	23048.3353088724	2.53876357620281	0.0946518240027781	26.8221305077893	1.78371513143613e-158	1.3911139143623e-157
EFEADKAH_00382	7434.11345360612	2.52876485097297	0.0624785603331809	40.4741216424924	0	0
EFEADKAH_00296	1.27969498020228	2.52772196259516	2.13840187772656	1.18206123410372	0.237181404784943	0.277967053012873
EFEADKAH_02354	113.713930755182	2.52435352850854	0.231926023631886	10.8843047838185	1.36939502942735e-27	3.46181233003104e-27
EFEADKAH_01871	386.924714457887	2.52378987801627	0.159661976231201	15.8070815455876	2.7805240489487e-56	1.03111100148514e-55
EFEADKAH_01764	488.565416482062	2.52186700772628	0.122425932953738	20.5991242776907	2.79450602819367e-94	1.47320126155297e-93
EFEADKAH_01286	1274.62879561162	2.51896289361823	0.0935973828386611	26.9127492374473	1.55772532685664e-159	1.22433164651122e-158
EFEADKAH_00824	17723.39086517	2.51830121554658	0.0515014442037574	48.8976815015771	0	0
EFEADKAH_00277	1669.75657262741	2.50648005661306	0.0902719963203311	27.7658649280203	1.12115728737128e-169	9.37188384415879e-169
EFEADKAH_02054	80.3186195893748	2.49924054940241	0.27162721784334	9.20099454408812	3.54651872021938e-20	7.90844926115243e-20
EFEADKAH_01507	74475.1620108967	2.49581811988467	0.0582093316296442	42.8765981331699	0	0
EFEADKAH_02692	5322.66056893085	2.48770766204639	0.0864053959352259	28.7911146650067	2.77121032289174e-182	2.45195392896795e-181
EFEADKAH_02848	980.066591995673	2.48594560666443	0.10096272389688	24.622410239283	7.27008800916936e-134	4.98850029835521e-133
EFEADKAH_00521	585.272010779975	2.4768008662796	0.135212865170968	18.3177899761819	5.9687929791206e-75	2.63288156775786e-74
EFEADKAH_01495	36706.4767254213	2.46966422504498	0.0597784163593289	41.3136442123156	0	0
EFEADKAH_01085	9589.04781894606	2.46102345409	0.0594866962030142	41.3709889971214	0	0
EFEADKAH_02447	9.22301680560616	2.45809299609777	0.823046393927697	2.98657890276074	0.00282118025878019	0.00393042885040003
EFEADKAH_01079	1207.24779096017	2.45703768512649	0.0952247741181666	25.8025047355586	8.31136628692451e-147	6.06028780342978e-146
EFEADKAH_00548	11940.5537639247	2.45086819566779	0.0822416703406553	29.8008076139017	3.81360983737797e-195	3.66348678346214e-194
EFEADKAH_02109	74221.1967515408	2.44118855242987	0.0597757823872677	40.8390899279947	0	0
EFEADKAH_00826	13568.8781587235	2.41986382438471	0.0574380826805069	42.1299547522319	0	0
EFEADKAH_00675	1698.84713202486	2.41772453494761	0.0763981648322876	31.6463692584121	8.50765231076069e-220	9.36151123358613e-219
EFEADKAH_01901	12461.4872934381	2.41761417555726	0.0705727483334059	34.2570501029059	3.42497431836698e-257	4.39151368109258e-256
EFEADKAH_01932	2463.12477834523	2.39311297946324	0.0770667609438956	31.0524660716625	1.05667383293651e-211	1.11410976253167e-210
EFEADKAH_01497	49390.0714639247	2.39184400201481	0.0703299356461823	34.0089036061082	1.64541039090188e-253	2.07458826786212e-252
EFEADKAH_00822	16903.5747616308	2.39000959842401	0.0558142665239252	42.8207651425377	0	0
EFEADKAH_01516	102510.207278122	2.38911112218189	0.0778465640400964	30.6900009222158	7.73881665030367e-207	7.91137134588476e-206
EFEADKAH_00352	959.197452788398	2.38254668686246	0.0999489126400834	23.8376448920663	1.360252110532e-125	8.68380355795323e-125
EFEADKAH_02766	664.847995297946	2.37798301770363	0.142423071117815	16.6966138213416	1.38717103307677e-62	5.53040783411108e-62
EFEADKAH_00362	8201.69968885592	2.37654040466615	0.0615184463790094	38.6313462798542	0	0
EFEADKAH_02491	166.395841114921	2.37639491811714	0.192695319440479	12.3323956441567	6.06173302775672e-35	1.70630736204575e-34
EFEADKAH_01514	38825.6441809893	2.3525759742508	0.0516895914829239	45.5135339003016	0	0
EFEADKAH_02063	8425.49924312455	2.34667414057747	0.0599249335353142	39.1602293425083	0	0
EFEADKAH_01496	96017.4532150219	2.34551027039811	0.0780114604766837	30.0662268859733	1.33984212580927e-198	1.31635138723989e-197
EFEADKAH_01505	53270.4608308924	2.34219706780942	0.0525041775189083	44.6097278062479	0	0
EFEADKAH_00658	13641.0788033771	2.33973119219708	0.0581772448861884	40.2172910864767	0	0
EFEADKAH_00202	6194.40317839772	2.33813702747738	0.0626188855063975	37.3391670670743	3.80077342617758e-305	5.89802071159659e-304
EFEADKAH_01948	71.6760191137582	2.33268281075203	0.285102519808897	8.1819087825517	2.79382514914218e-16	5.82640585892779e-16
EFEADKAH_00545	5744.99893625103	2.33254346912214	0.0615383260380455	37.9039148331734	0	0
EFEADKAH_01485	69228.1580295684	2.32396688434356	0.0517816044751634	44.8801636777831	0	0
EFEADKAH_00487	8473.05366490492	2.31468476111577	0.0668577166397678	34.6210561390749	1.21828520692629e-262	1.58902199834438e-261
EFEADKAH_00407	618.375888219016	2.31216816415974	0.122827904253649	18.8244534351489	4.76095528073171e-79	2.20622521891181e-78
EFEADKAH_01563	18559.5869536625	2.31122554868626	0.0612306118732457	37.7462429000506	0	0
EFEADKAH_01662	2593.02761537354	2.30137791831688	0.0797465056262087	28.8586678531595	3.94448337938077e-183	3.52094593097528e-182
EFEADKAH_01517	117640.077752364	2.30050870831796	0.0587399425336195	39.1642996075673	0	0
EFEADKAH_02093	3043.05822146192	2.29933729675548	0.0783946716829185	29.3302752265558	4.26520160814854e-189	3.8992447330083e-188
EFEADKAH_01808	3288.10639265881	2.29497052983677	0.0854667188042533	26.8522129074945	7.94735426744281e-159	6.23023160965853e-158
EFEADKAH_01442	13.5463418761998	2.29488415453535	0.637059160573336	3.60230932472584	0.000315402737549997	0.000463080390017609
EFEADKAH_01987	4270.55151474494	2.29068070282321	0.0762427776175513	30.044559949189	2.57147435262693e-198	2.51821404241071e-197
EFEADKAH_02699	0.473876616697307	2.28508463533667	3.08751891849692	0.740103848966567	0.459236983423693	0.510150922114572
EFEADKAH_01571	52479.1726792254	2.27958500348991	0.0690828346465052	32.9978498299103	8.72018521026965e-239	1.03075314243265e-237
EFEADKAH_00877	22427.1854192869	2.2780666896692	0.0532116151233225	42.8114554386215	0	0
EFEADKAH_00118	1197.84205138143	2.27743121122261	0.0993644256006567	22.9199856735	2.93675116809467e-116	1.79165504730937e-115
EFEADKAH_01850	0.470758212466168	2.27688757610286	2.83647943730549	0.80271605221499	0.422138872723424	0.472233726011491
EFEADKAH_02574	0.470758212466168	2.27688757610286	2.83647943730549	0.80271605221499	0.422138872723424	0.472233726011491
EFEADKAH_00349	396.907216067703	2.27459918110403	0.131229641870471	17.3329679840866	2.6527813839304e-67	1.10417007809813e-66
EFEADKAH_01275	4.14112258716582	2.2713211733625	1.14364674436072	1.98603387327625	0.0470295628423899	0.0595944125465124
EFEADKAH_01528	79.5649958462413	2.26925344293123	0.270210472843962	8.39809582155482	4.53776844193315e-17	9.5955886130606e-17
EFEADKAH_00518	0.467639808235029	2.26880574596765	3.09834261483903	0.732264319349822	0.464007252942777	0.515260898130218
EFEADKAH_00686	4485.55242432069	2.26789178218873	0.0729140781483904	31.1036200385508	2.15179718956349e-212	2.27669171175493e-211
EFEADKAH_03122	19.345883478614	2.26140409363306	0.52573369036467	4.30142510377156	1.69703135105107e-05	2.6497507060271e-05
EFEADKAH_01668	26342.0229301614	2.25833729368024	0.0589283588808025	38.3234377568243	0	0
EFEADKAH_02064	237133.232555957	2.25530894835625	0.0605242574637388	37.2628933069927	6.55187456536921e-304	1.00131173913168e-302
EFEADKAH_01168	5841.24957102561	2.23152891484058	0.0644835482602153	34.6061743661425	2.04007279209189e-262	2.64946792655367e-261
EFEADKAH_00333	659.869117245089	2.22345390659413	0.134733428846232	16.50261502015	3.51342166489282e-61	1.37893825654548e-60
EFEADKAH_02146	15613.9454912419	2.2233213922514	0.0524257772994394	42.4089351990434	0	0
EFEADKAH_01493	66661.0404322705	2.21952842227096	0.0606091426521859	36.6203566846018	1.35666632980725e-293	1.98322334009505e-292
EFEADKAH_01432	1501.43725657084	2.21593672276909	0.12064962764074	18.3667100023509	2.4268398339896e-75	1.07520019584956e-74
EFEADKAH_02040	692.285190802053	2.21582009149239	0.105054716900938	21.0920571380132	9.40803242182829e-99	5.0836975193665e-98
EFEADKAH_01989	13.7612207811832	2.21551680745042	0.623650952635213	3.55249486606064	0.000381596464936112	0.00055648718211888
EFEADKAH_01298	3747.41516224569	2.20997396281373	0.0742206563105336	29.7757264981243	8.05698383029488e-195	7.69098835030672e-194
EFEADKAH_00154	8626.56500430927	2.2076880115864	0.0576502985232844	38.2944766659749	0	0
EFEADKAH_02013	1690.27114067825	2.20214759712476	0.0835979719137691	26.3421174785946	6.31890671205967e-153	4.85304865753618e-152
EFEADKAH_01642	2179.82427187495	2.19956680438896	0.0860196248551439	25.5705230997345	3.2468081300507e-144	2.33369154430723e-143
EFEADKAH_01767	114.511196648619	2.1979163505519	0.217940198016725	10.084951608529	6.43969070529673e-24	1.52595959860829e-23
EFEADKAH_00125	68006.8240467092	2.19201210649485	0.0598196853138796	36.6436582705703	5.7741815850653e-294	8.4818803283532e-293
EFEADKAH_00328	52.6647284733596	2.19028724483264	0.31574675391933	6.93684802027206	4.00944753931125e-12	7.64498314679007e-12
EFEADKAH_01698	5.95658508875414	2.18818626896436	1.00203889642583	2.18373386179857	0.0289818100230687	0.0375262974453598
EFEADKAH_03123	27.3600217626512	2.17915995173078	0.442186358085243	4.92814830644479	8.30125969396219e-07	1.3622349150721e-06
EFEADKAH_00111	1530.96912206148	2.17869478219816	0.0905761051985242	24.0537477011504	7.62703784643022e-128	4.98475518861724e-127
EFEADKAH_01562	5.85025963560891	2.17494082050322	0.95846681812839	2.269187393206	0.0232569325782506	0.0303211882730661
EFEADKAH_02110	29306.6053628097	2.17409270489597	0.0616943963622679	35.2397111097377	4.93206194878427e-272	6.7531309760277e-271
EFEADKAH_01778	334.222240282622	2.17210541135296	0.166534624051729	13.0429658320078	6.9692331307929e-39	2.05946283728314e-38
EFEADKAH_00113	2454.07401681915	2.17173764407083	0.0831977122475976	26.1033336783073	3.34154323773946e-150	2.50284896965337e-149
EFEADKAH_00155	8854.94247060967	2.16505212529954	0.0647351192805919	33.4447846757678	3.06472408453914e-245	3.72443979109054e-244
EFEADKAH_00347	303.899082522801	2.16388838191495	0.1534555161901	14.1010791637776	3.74006229487106e-45	1.20783655328493e-44
EFEADKAH_01491	41658.2589129981	2.15257456922485	0.064135036264853	33.5631613325289	5.78641233733577e-247	7.06035634386212e-246
EFEADKAH_01428	93.5412268774885	2.14487322933535	0.246916825368587	8.68662241276419	3.73374574135265e-18	8.05871227769838e-18
EFEADKAH_00495	3325.83010988372	2.1339642772603	0.0726572190316641	29.3702994100327	1.31575104628456e-189	1.20650383819912e-188
EFEADKAH_01490	71032.9355567754	2.13341528994423	0.0862535067844058	24.7342440844381	4.58121553214634e-135	3.17953169731074e-134
EFEADKAH_01296	650.440635224106	2.13084898864615	0.129012439946246	16.5166164560098	2.78595327582134e-61	1.09769461102023e-60
EFEADKAH_00186	51207.2298305248	2.13039654079182	0.048826338132885	43.6321178744506	0	0
EFEADKAH_02067	32325.0251556938	2.12015458359349	0.0759108842114895	27.9295203265804	1.16911217294964e-171	9.82703732040446e-171
EFEADKAH_00455	27789.6566989047	2.11861411122987	0.0502085575851321	42.1962751596203	0	0
EFEADKAH_00898	6442.54737935298	2.11754699407207	0.0574952860654959	36.8299236159963	6.13063272086541e-297	9.13856877504371e-296
EFEADKAH_00655	4693.22189906849	2.10899014819654	0.0805663740233461	26.1770518254354	4.85107024984496e-151	3.66068293666605e-150
EFEADKAH_01827	4733.39641268621	2.09656122854007	0.0673981323378984	31.1071116634067	1.93012179250359e-212	2.04931527863714e-211
EFEADKAH_01400	5755.47708608924	2.09223159846783	0.0747246094081046	27.9992309767886	1.66018395748912e-172	1.40720354491935e-171
EFEADKAH_02718	3.7024570597007	2.087889196379	1.14852911089563	1.81788095449392	0.0690823298508455	0.0861678195089277
EFEADKAH_00656	3039.59478546829	2.08642463335702	0.0666294462818404	31.313852204797	3.02301865259642e-215	3.24384909317616e-214
EFEADKAH_01667	16878.3356677166	2.07928076386829	0.0526460123616485	39.4955034691858	0	0
EFEADKAH_02691	24944.5464281061	2.07368886668858	0.095864339926981	21.6314937156829	9.079526346462e-104	5.08789754155444e-103
EFEADKAH_01448	12768.4797893151	2.07324212249004	0.0531671251466754	38.9948133695486	0	0
EFEADKAH_02627	6841.35940012699	2.07290584918236	0.0611030988316569	33.9247254037534	2.87813954680336e-252	3.59886374736652e-251
EFEADKAH_01731	18.3072109228992	2.07283990940833	0.538646491423391	3.84823802329202	0.000118970431840776	0.000178573673983228
EFEADKAH_00674	6414.10807672335	2.0694686663478	0.0696576005152933	29.7091580967313	5.84796739567241e-194	5.54731954210179e-193
EFEADKAH_02225	0.949829712814622	2.05621393262799	2.12904562394434	0.965791390049489	0.334148577691127	0.381848034778455
EFEADKAH_01699	3.55082672594322	2.05236185850451	1.2501439453451	1.64170043469511	0.100652101539439	0.124163578988318
EFEADKAH_00897	8746.51483053186	2.0503532033334	0.0587316676684514	34.9105224613735	5.14760772147327e-267	6.83186884437637e-266
EFEADKAH_02600	14772.4399554015	2.05025137961929	0.0593334962427037	34.5547036573193	1.21138709117919e-261	1.56652022987532e-260
EFEADKAH_00498	3815.13305335082	2.04867511200081	0.0893290205260673	22.934037560649	2.12660233674657e-116	1.30001993353437e-115
EFEADKAH_01453	807.37842321727	2.04809731737199	0.0947801945719164	21.6089165739996	1.48082476890326e-103	8.28276478872692e-103
